created_at,count
2023-09-08 14:01:02,205
2023-09-09 02:00:55,275
2023-09-10 02:00:55,293
2023-09-11 14:00:58,346
2023-09-12 02:00:56,346
2023-09-12 14:00:58,364
2023-09-13 02:00:53,172
2023-09-13 14:00:57,190
2023-09-14 14:00:57,120
2023-09-15 02:01:01,672
2023-09-15 14:01:02,"1064,96"
2023-09-16 02:00:58,"1402,88"
2023-09-16 14:01:02,"1771,52"
2023-09-17 02:00:57,"2027,52"
2023-09-17 14:00:59,"2263,04"
2023-09-18 02:00:59,"2447,36"
2023-09-18 14:00:59,"2529,28"
2023-09-19 02:00:58,2560
2023-09-19 14:01:00,"2682,88"
2023-09-20 02:00:58,"2703,36"
2023-09-21 14:01:00,"2703,36"
2023-09-24 02:00:56,"2693,12"
2023-09-24 14:00:59,"2693,12"
2023-09-25 14:00:59,"2693,12"
2023-09-27 02:01:00,"82,5"
2023-09-27 14:00:59,102
2023-09-28 02:00:58,154
2023-09-28 14:00:58,190
2023-09-28 14:58:58,190
2023-09-29 02:00:56,192
2023-10-01 02:00:56,208
2023-10-01 14:01:02,208
2023-10-02 02:00:57,209
2023-10-02 14:01:04,212
2023-10-03 02:00:57,213
2023-10-03 14:01:06,276
2023-10-04 02:00:58,279
2023-10-04 14:01:09,283
2023-10-05 02:00:59,307
2023-10-05 14:02:22,367
2023-10-06 02:01:04,368
2023-10-06 14:01:12,562
2023-10-07 02:01:01,562
2023-10-07 14:01:33,568
2023-10-08 02:01:00,587
2023-10-08 14:01:39,637
2023-10-09 02:01:03,650
2023-10-09 14:01:41,656
2023-10-10 02:01:17,656
2023-10-10 14:01:54,906
2023-10-11 02:01:15,984
2023-10-11 14:01:57,"1034,24"
2023-10-12 02:01:16,"1034,24"
2023-10-12 14:02:00,"1034,24"
2023-10-13 02:01:08,"1054,72"
2023-10-13 14:02:15,"1126,4"
2023-10-14 02:01:20,"1146,88"
2023-10-14 14:02:24,"1146,88"
2023-10-15 02:01:31,"1146,88"
2023-10-15 14:02:42,"1167,36"
2023-10-16 02:01:21,"1177,6"
2023-10-16 14:02:46,"1218,56"
2023-10-17 02:01:34,198
2023-10-17 14:02:59,754
2023-10-18 02:02:41,"1249,28"
2023-10-18 14:03:15,"1546,24"
2023-10-19 02:01:02,"1761,28"
2023-10-19 14:01:42,"1996,8"
2023-10-20 02:01:50,"2211,84"
2023-10-20 14:03:39,"2437,12"
2023-10-21 02:03:25,"2652,16"
2023-10-21 14:03:35,"2723,84"
2023-10-22 02:03:43,"2754,56"
2023-10-22 14:03:46,"2754,56"
2023-10-23 14:03:55,"2754,56"
2023-10-24 02:04:04,"2754,56"
2023-10-24 14:04:16,202
2023-10-25 02:04:12,"93,9"
2023-10-25 14:04:20,136
2023-10-26 02:04:23,239
2023-10-26 14:04:26,259
2023-10-27 02:03:20,259
2023-10-27 14:04:42,280
2023-10-28 02:04:38,280
2023-10-28 14:04:42,116
2023-10-29 02:04:50,116
2023-10-29 14:04:56,116
2023-10-30 02:05:03,116
2023-10-30 14:05:13,117
2023-10-31 02:05:01,"94,6"
2023-10-31 14:05:18,221
2023-11-01 02:05:16,261
2023-11-01 14:05:28,159
2023-11-02 02:05:35,164
2023-11-02 14:03:35,197
2023-11-03 02:03:41,230
2023-11-03 14:05:40,297
2023-11-04 02:05:54,317
2023-11-04 14:05:54,317
2023-11-05 02:06:05,317
2023-11-05 14:05:49,244
2023-11-06 02:06:22,245
2023-11-06 14:06:08,245
2023-11-07 02:06:37,247
2023-11-07 14:06:22,247
2023-11-08 02:06:51,247
2023-11-08 14:06:31,158
2023-11-09 02:06:43,104
2023-11-09 14:06:34,170
2023-11-10 02:07:09,197
2023-11-10 14:06:58,231
2023-11-11 02:06:58,334
2023-11-11 14:07:03,364
2023-11-12 02:07:30,364
2023-11-12 14:07:06,195
2023-11-13 02:07:44,195
2023-11-13 14:07:17,195
2023-11-14 02:07:56,"94,5"
2023-11-14 14:07:26,751
2023-11-15 02:08:06,"1095,68"
2023-11-15 14:07:32,"1566,72"
2023-11-16 02:08:11,"1873,92"
2023-11-16 14:08:48,"2099,2"
2023-11-17 02:05:56,"2242,56"
2023-11-17 14:01:16,"2488,32"
2023-11-18 02:01:02,"2723,84"
2023-11-18 14:01:06,"2795,52"
2023-11-19 02:01:01,"2795,52"
2023-11-19 14:01:07,"2805,76"
2023-11-20 02:01:01,"2805,76"
2023-11-21 14:01:08,"2805,76"
2023-11-22 02:01:00,"2805,76"
2023-11-22 14:01:06,"2805,76"
2023-11-23 02:01:01,"2805,76"
2023-11-23 14:01:05,"2805,76"
2023-11-24 02:01:00,"96,9"
2023-11-24 14:01:05,"97,1"
2023-11-25 02:01:00,"97,1"
2023-11-25 14:01:04,"97,3"
2023-11-26 02:00:58,"97,3"
2023-11-26 14:01:05,"97,3"
2023-11-27 02:01:00,"97,4"
2023-11-27 14:01:05,"97,4"
2023-11-28 02:01:00,"97,4"
2023-11-28 14:01:06,"97,9"
2023-11-29 02:00:59,"97,9"
2023-11-29 14:01:05,"97,9"
2023-11-30 02:01:02,101
2023-12-01 02:00:57,102
2023-12-01 14:01:06,102
2023-12-02 02:01:00,"96,1"
2023-12-02 14:01:06,102
2023-12-03 02:00:58,107
2023-12-03 14:01:02,107
2023-12-04 02:00:59,300
2023-12-04 14:01:03,300
2023-12-05 02:01:00,112
2023-12-05 14:01:05,175
2023-12-06 02:01:38,190
2023-12-06 14:01:22,257
2023-12-07 02:00:59,277
2023-12-07 14:01:05,200
2023-12-08 02:00:58,169
2023-12-08 14:01:04,189
2023-12-09 02:00:57,246
2023-12-09 14:01:04,251
2023-12-10 02:00:57,251
2023-12-10 14:01:06,251
2023-12-11 02:00:56,251
2023-12-11 14:01:04,251
2023-12-12 02:01:02,251
2023-12-12 14:01:15,448
2023-12-13 02:01:02,"1146,88"
2023-12-13 14:01:05,"1372,16"
2023-12-14 02:01:00,"1607,68"
2023-12-14 14:01:08,"1873,92"
2023-12-15 02:01:00,"2119,68"
2023-12-15 14:01:11,"2416,64"
2023-12-16 02:00:59,"2682,88"
2023-12-16 14:01:06,2816
2023-12-17 02:00:59,"2887,68"
2023-12-17 14:01:07,"2990,08"
2023-12-18 02:00:53,"3051,52"
2023-12-18 14:00:57,"3051,52"
2023-12-19 02:00:54,"3051,52"
2023-12-19 14:01:00,"3051,52"
2023-12-20 02:00:54,"3051,52"
2023-12-20 14:01:00,"3061,76"
2023-12-21 02:00:54,"3061,76"
2023-12-21 14:01:00,"3061,76"
2023-12-22 02:01:00,"3061,76"
2023-12-28 02:00:58,"3061,76"
2023-12-28 14:01:05,"3061,76"
2023-12-29 02:01:00,"97,4"
2023-12-29 14:01:06,123
2023-12-30 02:01:01,161
2023-12-30 14:01:05,174
2023-12-31 02:01:00,174
2024-01-09 14:01:05,"97,7"
2024-01-10 02:00:59,"97,7"
2024-01-11 02:01:01,"97,5"
2024-01-12 02:01:01,108
2024-01-12 14:01:05,168
2024-01-13 02:01:02,172
2024-01-13 14:01:06,217
2024-01-14 02:00:59,298
2024-01-14 14:01:05,329
2024-01-15 02:00:59,420
2024-01-15 14:01:01,434
2024-01-16 02:01:00,542
2024-01-16 14:01:04,610
2024-01-17 02:01:02,"1269,76"
2024-01-17 14:01:05,1536
2024-01-18 02:01:03,"1812,48"
2024-01-18 14:01:03,"2150,4"
2024-01-19 02:01:01,"2447,36"
2024-01-19 14:01:21,"2764,8"
2024-01-20 02:01:00,"2949,12"
2024-01-20 14:01:06,"3020,8"
2024-01-21 02:01:01,3072
2024-01-21 14:01:06,"3143,68"
2024-01-22 02:01:00,"3205,12"
2024-01-22 14:01:01,"3256,32"
2024-01-23 02:01:01,"3266,56"
2024-01-23 14:01:12,"3266,56"
2024-01-24 02:01:03,"3266,56"
2024-01-24 14:01:06,"3266,56"
2024-01-25 02:01:01,"3256,32"
2024-01-25 14:01:10,"3594,24"
2024-01-26 02:01:02,"4055,04"
2024-01-26 14:01:06,"4403,2"
2024-01-27 02:01:02,"4536,32"
2024-01-27 14:01:13,"4546,56"
2024-01-28 02:01:01,"4546,56"
2024-01-30 02:01:02,"3266,56"
2024-01-30 14:01:08,"3502,08"
2024-01-31 02:01:02,"3727,36"
2024-01-31 14:01:07,"3717,12"
2024-02-01 02:01:02,"4065,28"
2024-02-01 14:01:05,"4444,16"
2024-02-02 02:01:00,"4546,56"
2024-02-02 14:01:05,"4546,56"
2024-02-03 02:01:02,"4567,04"
2024-02-03 14:01:05,"4648,96"
2024-02-04 02:01:01,"4648,96"
2024-02-04 14:01:05,"4556,8"
2024-02-05 02:01:01,"4567,04"
2024-02-05 14:00:59,"4597,76"
2024-02-06 02:00:54,"4812,8"
2024-02-06 14:01:04,"4853,76"
2024-02-07 02:00:56,"4853,76"
2024-02-07 14:01:03,"4577,28"
2024-02-08 02:00:56,118
2024-02-08 14:01:00,310
2024-02-09 02:00:51,343
2024-02-09 14:00:56,361
2024-02-10 02:00:50,360
2024-02-10 14:00:58,573
2024-02-12 02:00:53,360
2024-02-12 14:00:51,554
2024-02-13 02:00:52,316
2024-02-13 14:00:51,779
2024-02-14 02:00:53,"1413,12"
2024-02-14 14:00:51,"2365,44"
2024-02-15 02:00:49,"2918,4"
2024-02-15 14:00:57,"3737,6"
2024-02-16 02:00:53,"4495,36"
2024-02-16 14:00:55,"5017,6"
2024-02-17 02:00:52,"5068,8"
2024-02-17 14:00:55,"5068,8"
2024-02-19 14:00:57,113
2024-02-20 02:00:54,114
2024-02-20 14:00:53,114
2024-02-21 02:00:51,118
2024-02-21 14:00:52,114
2024-03-03 02:00:49,113
2024-03-04 02:00:47,113
2024-03-04 14:00:47,115
2024-03-05 02:00:47,132
2024-03-05 14:00:52,320
2024-03-06 02:00:48,323
2024-03-07 02:00:47,115
2024-03-07 14:00:47,322
2024-03-08 02:00:50,322
2024-03-09 02:00:47,322
2024-03-11 14:00:48,322
2024-03-12 14:00:47,320
2024-03-13 14:00:49,383
2024-03-14 02:00:49,474
2024-03-15 02:00:55,"1802,24"
2024-03-15 14:01:12,"3543,04"
2024-03-16 02:00:53,"4239,36"
2024-03-16 14:01:18,"4915,2"
2024-03-17 02:00:56,"5038,08"
2024-03-17 14:00:51,"5191,68"
2024-03-18 14:00:51,"5191,68"
2024-03-19 02:00:51,322
2024-03-20 02:00:52,318
2024-03-20 14:00:55,420
2024-03-21 02:00:51,431
2024-03-21 14:00:55,842
2024-03-22 02:01:03,614
2024-03-23 02:00:57,614
2024-03-29 14:00:52,411
2024-03-30 02:00:49,411
2024-03-30 14:01:05,510
2024-03-31 02:00:49,519
2024-03-31 14:00:56,413
2024-04-01 02:00:50,415
2024-04-01 14:00:52,415
2024-04-02 02:00:48,415
2024-04-02 14:00:56,514
2024-04-04 02:00:50,525
2024-04-04 14:00:49,512
2024-04-05 02:00:50,523
2024-04-05 14:00:58,115
2024-04-06 02:00:48,200
2024-04-06 14:00:53,220
2024-04-07 02:00:51,220
2024-04-07 14:00:49,225
2024-04-08 02:00:48,226
2024-04-08 14:00:50,222
2024-04-09 02:00:49,117
2024-04-09 14:00:53,117
2024-04-10 02:00:49,117
2024-04-10 14:00:51,212
2024-04-11 02:00:50,210
2024-04-11 14:00:51,212
2024-04-12 02:00:51,307
2024-04-13 02:00:51,115
2024-04-13 14:00:52,621
2024-04-14 02:00:51,"1853,44"
2024-04-14 14:01:09,"2478,08"
2024-04-15 02:00:51,3328
2024-04-15 14:00:55,"3809,28"
2024-04-16 02:00:51,"4208,64"
2024-04-16 14:00:54,"4730,88"
2024-04-17 02:00:53,"5007,36"
2024-04-17 14:00:53,"5150,72"
2024-04-18 02:00:51,"5201,92"
2024-04-18 14:00:52,"5201,92"
2024-04-19 14:00:51,117
2024-04-20 02:00:50,118
2024-04-20 14:01:20,117
2024-04-21 02:00:44,159
2024-04-21 14:00:52,729
2024-04-22 02:00:43,"1454,08"
2024-04-22 14:00:46,"1495,04"
2024-04-23 02:00:44,"1495,04"
2024-04-23 14:00:45,"1515,52"
2024-04-24 02:00:44,"1515,52"
2024-04-24 14:00:46,117
2024-04-27 14:02:17,118
2024-04-29 02:02:10,117
2024-04-29 14:02:38,121
2024-04-30 02:02:13,121
2024-05-02 02:02:07,117
2024-05-02 14:02:27,125
2024-05-03 02:02:16,127
2024-05-03 14:02:26,222
2024-05-04 02:02:14,230
2024-05-04 14:02:32,544
2024-05-05 02:02:17,711
2024-05-05 14:02:17,795
2024-05-06 02:02:17,856
2024-05-06 14:02:28,906
2024-05-07 02:02:26,953
2024-05-07 14:02:28,992
2024-05-08 02:02:20,"1064,96"
2024-05-08 14:02:28,"1116,16"
2024-05-09 02:02:20,"1157,12"
2024-05-09 14:02:55,"1187,84"
2024-05-10 02:02:19,"1208,32"
2024-05-10 14:02:50,"1208,32"
2024-05-11 02:02:21,"1218,56"
2024-05-11 14:02:56,"1310,72"
2024-05-12 02:02:29,"1310,72"
2024-05-12 14:02:25,"1413,12"
2024-05-13 02:02:21,"1413,12"
2024-05-13 14:02:34,"1413,12"
2024-05-14 02:02:22,324
2024-05-15 02:02:22,324
2024-05-15 14:02:46,426
2024-05-16 02:02:27,429
2024-05-16 14:02:51,324
2024-05-17 02:04:12,105
2024-05-17 14:04:27,354
2024-05-18 02:04:17,"1208,32"
2024-05-18 14:05:30,"2007,04"
2024-05-19 02:03:15,"2846,72"
2024-05-19 14:05:26,"3307,52"
2024-05-20 02:03:19,"3962,88"
2024-05-20 14:04:21,"4659,2"
2024-05-21 02:04:09,"5324,8"
2024-05-21 14:05:22,"5611,52"
2024-05-22 02:05:26,"5662,72"
2024-05-22 14:03:24,"5672,96"
2024-05-23 14:03:29,"5672,96"
2024-05-24 14:04:46,139
2024-05-28 14:03:37,106
2024-05-29 02:05:08,106
2024-05-29 14:04:33,209
2024-05-30 02:04:11,214
2024-05-30 14:06:37,324
2024-05-31 02:11:45,336
2024-05-31 09:35:22,444
2024-05-31 14:11:26,445
2024-06-01 02:13:14,445
2024-06-02 02:13:17,451
2024-06-02 14:11:24,454
2024-06-03 02:13:28,461
2024-06-03 14:11:21,466
2024-06-04 02:12:20,104
2024-06-04 14:12:26,252
2024-06-05 02:12:57,258
2024-06-05 14:11:17,504
2024-06-06 02:13:18,522
2024-06-06 14:13:09,523
2024-06-07 02:11:39,"94,4"
2024-06-07 14:13:08,215
2024-06-08 02:11:29,226
2024-06-08 14:13:46,230
2024-06-09 02:11:32,230
2024-06-09 14:13:38,230
2024-06-10 02:12:25,232
2024-06-10 14:13:15,232
2024-06-11 02:11:37,"98,4"
2024-06-11 14:12:52,264
2024-06-12 02:12:26,332
2024-06-12 14:13:44,403
2024-06-13 02:12:22,441
2024-06-13 14:14:14,323
2024-06-13 15:11:16,"99,1"
2024-06-14 02:13:37,"99,1"
2024-06-14 10:44:32,108
2024-06-14 14:13:09,206
2024-06-15 02:13:56,217
2024-06-15 14:12:16,319
2024-06-16 02:13:39,330
2024-06-17 14:12:35,212
2024-06-18 02:13:41,"94,2"
2024-06-18 14:12:52,991
2024-06-19 02:12:47,"1402,88"
2024-06-19 14:14:01,"2314,24"
2024-06-20 02:11:53,"3153,92"
2024-06-20 14:12:44,"3655,68"
2024-06-21 02:12:56,"4392,96"
2024-06-21 14:12:51,"5201,92"
2024-06-22 02:12:53,"5847,04"
2024-06-22 14:13:03,"6103,04"
2024-06-23 02:12:46,6144
2024-06-24 02:11:47,6144
2024-06-24 14:13:28,6144
2024-06-25 02:12:45,"6154,24"
2024-06-25 14:13:39,"6266,88"
2024-06-26 02:11:46,"6266,88"
2024-06-26 14:13:04,"6277,12"
2024-06-27 02:12:20,"6266,88"
2024-06-27 10:28:34,"6287,36"
2024-06-27 17:08:28,"6287,36"
2024-06-28 02:15:24,"6287,36"
2024-06-28 14:15:14,"6348,8"
2024-06-29 02:15:15,"6840,32"
2024-06-29 14:15:14,"6860,8"
2024-06-30 02:15:08,"6860,8"
2024-06-30 14:14:59,"6860,8"
2024-07-01 02:15:20,"6881,28"
2024-07-01 14:15:14,"7014,4"
2024-07-02 02:14:11,"7024,64"
2024-07-02 14:15:04,"7034,88"
2024-07-03 02:13:51,"7045,12"
2024-07-03 14:09:41,"7045,12"
2024-07-04 02:09:09,265
2024-07-04 14:14:42,265
2024-07-05 02:14:50,271
2024-07-05 14:14:47,284
2024-07-06 02:14:59,285
2024-07-06 14:15:22,404
2024-07-07 02:14:44,514
2024-07-07 14:15:29,766
2024-07-08 02:15:45,918
2024-07-08 14:13:39,920
2024-07-09 02:15:34,920
2024-07-09 14:16:09,921
2024-07-10 02:16:04,921
2024-07-10 14:16:54,929
2024-07-11 02:15:26,930
2024-07-12 02:17:08,930
2024-07-12 14:17:19,"1187,84"
2024-07-13 02:15:25,"1208,32"
2024-07-13 14:16:45,"1218,56"
2024-07-14 02:16:36,"1218,56"
2024-07-14 14:18:23,"1239,04"
2024-07-15 02:15:58,"1239,04"
2024-07-15 14:17:42,"1300,48"
2024-07-16 02:17:35,"1300,48"
2024-07-16 14:15:58,"1413,12"
2024-07-17 02:17:10,"1423,36"
2024-07-17 14:15:40,"2109,44"
2024-07-18 02:17:30,"2959,36"
2024-07-18 14:15:49,"3502,08"
2024-07-19 02:18:07,"4720,64"
2024-07-19 14:15:54,"5519,36"
2024-07-20 02:17:01,"6379,52"
2024-07-20 14:16:51,"7127,04"
2024-07-21 02:17:39,"7843,84"
2024-07-21 14:16:04,"8622,08"
2024-07-22 02:16:53,"9052,16"
2024-07-22 14:16:31,"9123,84"
2024-07-23 02:16:46,"9123,84"
2024-07-23 14:16:58,6144
2024-07-24 02:18:00,6144
2024-07-24 14:15:42,434
2024-07-25 02:17:59,594
2024-07-25 14:17:54,678
2024-07-26 02:18:16,653
2024-07-26 14:16:00,695
2024-07-27 02:18:06,744
2024-07-27 14:16:42,816
2024-07-28 02:17:09,824
2024-07-28 14:17:42,829
2024-07-29 02:17:10,829
2024-07-29 14:16:12,830
2024-07-29 16:50:00,833
2024-07-30 02:18:51,854
2024-07-30 14:18:20,"1095,68"
2024-07-31 02:18:24,572
2024-07-31 14:16:34,574
2024-08-01 02:18:58,574
2024-08-01 14:16:47,578
2024-08-02 02:17:50,578
2024-08-02 14:18:22,579
2024-08-03 02:17:47,585
2024-08-03 14:18:45,584
2024-08-04 02:18:07,589
2024-08-04 14:17:29,596
2024-08-05 02:18:10,597
2024-08-05 14:16:08,598
2024-08-06 02:18:17,599
2024-08-06 14:18:08,625
2024-08-07 02:16:45,827
2024-08-07 14:18:25,865
2024-08-08 02:16:27,588
2024-08-08 14:20:12,590
2024-08-09 02:18:30,412
2024-08-09 14:17:16,372
2024-08-10 02:18:25,384
2024-08-10 14:16:21,638
2024-08-11 02:18:21,650
2024-08-11 14:17:56,654
2024-08-12 02:18:21,654
2024-08-12 14:17:30,657
2024-08-13 02:18:08,657
2024-08-13 14:18:36,"1044,48"
2024-08-14 02:18:04,"1832,96"
2024-08-14 14:18:03,"2641,92"
2024-08-15 02:18:20,"2867,2"
2024-08-15 14:18:03,"3655,68"
2024-08-16 02:18:25,"4505,6"
2024-08-16 14:18:08,"5324,8"
2024-08-17 02:18:49,"6041,6"
2024-08-17 14:17:42,"6809,6"
2024-08-18 02:17:58,"6983,68"
2024-08-18 14:18:04,"7362,56"
2024-08-19 02:17:11,"7485,44"
2024-08-19 14:18:11,"7639,04"
2024-08-20 02:16:36,"7669,76"
2024-08-20 14:18:25,"7669,76"
2024-08-21 02:16:38,"7669,76"
2024-08-21 14:18:39,183
2024-08-22 02:18:21,183
2024-08-22 14:19:03,202
2024-08-23 02:18:57,204
2024-08-23 14:16:50,450
2024-08-24 02:20:59,473
2024-08-24 14:18:41,481
2024-08-25 02:21:43,481
2024-08-26 02:19:13,573
2024-08-26 14:16:31,584
2024-08-27 02:20:29,158
2024-08-27 14:22:02,159
2024-08-28 02:16:57,159
2024-08-28 14:22:00,197
2024-08-29 02:21:29,707
2024-08-29 14:20:51,781
2024-08-30 02:21:15,798
2024-08-30 14:22:06,"1372,16"
2024-08-31 02:19:28,"1372,16"
2024-08-31 14:18:56,"1413,12"
2024-09-01 02:21:25,"1413,12"
2024-09-01 14:18:51,"1413,12"
2024-09-02 02:20:55,"1413,12"
2024-09-02 14:19:58,"1495,04"
2024-09-03 02:20:52,"1587,2"
2024-09-03 14:21:27,"1761,28"
2024-09-04 02:16:52,463
2024-09-04 14:21:15,461
2024-09-05 02:18:54,480
2024-09-05 14:22:37,467
2024-09-06 02:21:18,471
2024-09-06 14:21:21,474
2024-09-07 02:21:12,474
2024-09-07 14:21:54,"1054,72"
2024-09-08 02:16:41,"1075,2"
2024-09-08 14:21:55,"1146,88"
2024-09-09 02:17:10,"1146,88"
2024-09-09 14:19:23,"1341,44"
2024-09-10 02:19:43,"1710,08"
2024-09-10 14:21:18,"1720,32"
2024-09-11 02:19:16,"1720,32"
2024-09-11 14:21:48,"1761,28"
2024-09-12 02:17:17,828
2024-09-12 13:21:31,"1054,72"
2024-09-13 02:20:06,"1392,64"
2024-09-13 12:43:07,"2498,56"
2024-09-13 14:21:32,"3389,44"
2024-09-14 02:18:34,"3491,84"
2024-09-14 14:21:15,"4362,24"
2024-09-15 02:19:39,"5171,2"
2024-09-15 14:18:34,"5621,76"
2024-09-16 02:19:49,"6420,48"
